Дата;Код;Комментарий;Картинка;Вес;Ед;Окраска;Материал;Цвет;Цвет металла;Форма;Отверстие;Диаметр;Длина;Ширина ;Толщина;Огранка;Вид;Производитель;Тема;Тип;Фасовка;Бренд;Вставка;Материал камня;Применение;Свойство камня;Серия;Стиль;Форма отверстия;Палитра;Размер;Номер цвета;;;;Хар2;К2;Уп2;Вес2;Хар3;К3;Уп3;Вес3;Хар4;К4;Уп4;Вес4;Ост2;Ост3;Ост4;ЦенаРозн2;ЦенаРозн3;ЦенаРозн4;ЦенаОпт2;ЦенаОпт3;ЦенаОпт4;Резерв2;Резерв3;Резерв4;ДопОписание
31.03.2020;УТ100009631;Бусины Акрил Матовые, Прозрачные, Цветок, Цвет: Розовый, Размер: 10х6мм, Отверстие 1.5мм, около 95шт/25г, (УТ100009631);100009631.jpg;1500;25 г;;Акрил;Розовый;;Цветок;1~1,9мм;10мм;;;6мм;;;;;Прозрачные;;;;;Бусины;;;Матовый;;Красно-розовая;10~14мм;04 PearlPink;;;;25 г, 25;25;25 г;25;5 г, 5;5;5 г;5;500 г, 500;500;500 г;500;58;;1;31,26;10,95;279,99999;15,50001;4,5;234,99999;2;1;;Размер: Диаметр 10мм, Толщина 6мм, Отверстие 1.5мм, около 380шт/100г
31.03.2020;УТ100009632;Бусины Акрил Матовые, Прозрачные, Цветок, Цвет: Фиолетовый, Размер: 10х6мм, Отверстие 1.5мм,около 95шт/25г, (УТ100009632);100009632.jpg;1500;25 г;;Акрил;Фиолетовый;;Цветок;1~1,9мм;10мм;;;6мм;;;;;Прозрачные;;;;;Бусины;;;Матовый;;Сиренево-фиолетовая;10~14мм;05 Purple;;;;25 г, 25;25;25 г;25;;;;;500 г, 500;500;500 г;500;58;;1;31,5;;279,99999;15,75;;234,99999;2;;;Размер: Диаметр 10мм, Толщина 6мм, Отверстие 1.5мм, около 380шт/100г
31.03.2020;УТ100009633;Бусины Акрил Матовые, Прозрачные, Цветок, Цвет: Синий, Размер: 10х6мм, Отверстие 1.5мм, около 95шт/25г, (УТ100009633);100009633.jpg;550;25 г;;Акрил;Синий;;Цветок;1~1,9мм;10мм;;;6мм;;;;;Прозрачные;;;;;Бусины;;;Матовый;;Сине-голубая;10~14мм;0C Blue;;;;25 г, 25;25;25 г;25;5 г, 5;5;5 г;5;500 г, 500;500;500 г;500;22;29;1;31,26;10,95;279,99999;15,50001;4,5;234,99999;;;;Размер: Диаметр 10мм, Толщина 6мм, Отверстие 1.5мм, около 380шт/100г
31.03.2020;УТ100009634;Бусины Акрил Матовые, Прозрачные, Цветок, Цвет: Фуксия, Размер: 10х6мм, Отверстие 1.5мм,около 95шт/25г, (УТ100009634);100009634.jpg;825;25 г;;Акрил;Фуксия;;Цветок;1~1,9мм;10мм;;;6мм;;;;;Прозрачные;;;;;Бусины;;;Матовый;;Красно-розовая;10~14мм;0G DeepPink;;;;25 г, 25;25;25 г;25;5 г, 5;5;5 г;5;500 г, 500;500;500 г;500;33;29;1;31,5;10,74999;279,99999;15,75;4,74999;234,99999;;;;Размер: Диаметр 10мм, Толщина 6мм, Отверстие 1.5мм, около 380шт/100г
31.03.2020;УТ100009635;Бусины Акрил Матовые, Прозрачные, Цветок, Цвет: Микс, Размер: 21x19мм, Отверстие 1мм, около 40шт/25г, (УТ100009635);100009635.jpg;1500;25 г;;Акрил;Микс;;Цветок;1~1,9мм;;21мм;19мм;;;;;;Прозрачные;;;;;Бусины;;;Матовый;;Микс Цветов;20мм и больше;07 Mixed Color;;;;25 г, 25;25;25 г;25;;;;;;;;;59;;;28,5;;;12,99999;;;1;;;Размер: Длина 21мм, Ширина 19мм, Отверстие 1мм, около 160шт/100г
31.03.2020;УТ0011283;Бусины Акрил Прозрачные, Бант, Цвет: Микс, Размер: 15х10х4.5мм, Отверстие 2мм, около 125/50г, (УТ0011283);001128300.jpg;;50 г;;Акрил;Микс;;Бант;2~2,9мм;;15мм;10мм;4.5мм;;;;;Прозрачные;;;;;Бусины;;;Прозрачный;;Микс Цветов;15~19мм;Mixed Color;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;500 г, 500;500;500 г;500;;2;;44,787;9,50001;294,99999;32,142;4,82142;249,99999;;;;Размер: Длина 15мм, Ширина 10мм, Толщина 4.5мм, Отверстие 2мм, около 125/50г
31.03.2020;УТ000003441;Бусины Акрил Голографические ABS, Круглые, Цвет: Микс, Диаметр: 20мм, Отверстие 2.5мм, около 12шт/50г, (УТ000003441);000003441.jpg;;25 г;;Акрил;Микс;;Круглая;2~2,9мм;20мм;;;;;;;;Красочные;;;;;Бусины;;Голографические;Голографический;;Микс Цветов;20мм и больше;02 Mixed Color;;;;25 г, 25;25;25 г;0;;;;;;;;;;;;58,92825;;;41,775;;;;;;
31.03.2020;УТ000003445;Бусины Акриловые Голографические, Круглые, Цвет: Белый, Диаметр: 20мм, Отверстие 2.5мм, около 12шт/50г, (УТ000003445);000003445.jpg;;50 г;;Акрил;Белый;;Круглая;2~2,9мм;20мм;;;;;;;;Красочные;;;;;Бусины;;Голографические;Голографический;;Белая;20мм и больше;;;;;50 г, 50;50;50 г;50;;;;;;;;;;;;47,679;;;35,892;;;;;;
31.03.2020;УТ000003446;Бусины Акриловые Голографические, Круглые, Цвет: Белый, Диаметр: 16мм, Отверстие 2мм, около 11шт/25г, (УТ000003446);000003446.jpg;750;25 г;;Акрил;Белый;;Круглая;2~2,9мм;16мм;;;;;;;;Красочные;;;;;Бусины;;Голографические;Голографический;;Белая;15~19мм;;;;;25 г, 25;25;25 г;25;5 г, 5;5;5 г;5;250 г, 250;250;250 г;250;30;;2;27,321;;210;20,358;;159,99999;;;;
31.03.2020;УТ100005184;Бусины Акрил Прозрачные, круглые, Цвет: Микс, Размер: 4мм, Отверстие 1.5мм, 700шт/25г, (УТ100005184);100005184.jpg;;25 г;;Акрил;Микс;;Круглая;1~1,9мм;4мм;;;;;;;;Прозрачные;;;;;Бусины;;;Прозрачный;;Микс Цветов;2~5мм;02 Mixed Color;;;;25 г, 25;25;25 г;25;;;;;;;;;;;;40,17858;;;20,35713;;;;;;Размер: Диаметр 4мм, Отверстие 1,5мм
31.03.2020;УТ100005186;Бусины Акриловые Желейные, Круглые, Цвет: Лососевый светлый, Размер: Микс, Отверстие 2мм, около 160~240/50г, (УТ100005186);100005186.jpg;;50 г;;Акрил;Лососевый светлый;;Круглая;2~2,9мм;;;;;;;;;Имитация Других Материалов;;;;;Бусины;;Желейные;Желейный Стиль;;Красно-розовая;Микс;09 LightSalmon;;;;50 г, 50;50;50 г;50;;;;;;;;;;;;32,08929;;;23,03571;;;;;;Количество бусин данной позиции может отличаться, так как микс состоит из бусин разного размера. С преобладанием бусин меньшего размера, количество бусин в миксе будет больше, при преобладании бусин большего размера, количество бусин в миксе будет меньше. Обращаем Ваше внимание, что позиция весовая.
31.03.2020;УТ100005188;Бусины Акриловые Желейные, Круглые, Цвет: Бирюзовый, Размер: Микс, Отверстие 2мм, около 160~310/50г, (УТ100005188);100005188.jpg;;50 г;;Акрил;Бирюзовый;;Круглая;2~2,9мм;;;;;;;;;Имитация Других Материалов;;;;;Бусины;;Желейные;Желейный Стиль;;Сине-голубая;Микс;08 PaleTurquoise;;;;50 г, 50;50;50 г;50;;;;;;;;;;;;32,08929;;;23,03571;;;;;;Количество бусин данной позиции может отличаться, так как микс состоит из бусин разного размера. С преобладанием бусин меньшего размера, количество бусин в миксе будет больше, при преобладании бусин большего размера, количество бусин в миксе будет меньше. Обращаем Ваше внимание, что позиция весовая.
31.03.2020;УТ100005189;Бусины Акриловые Желейные, Круглые, Цвет: Сиреневый, Размер: Микс, Отверстие 2мм, около 140~235/50г, (УТ100005189);100005189.jpg;1100;50 г;;Акрил;Сиреневый;;Круглая;2~2,9мм;;;;;;;;;Имитация Других Материалов;;;;;Бусины;;Желейные;Желейный Стиль;;Сиренево-фиолетовая;Микс;07 PearlPink;;;;50 г, 50;50;50 г;50;;;;;;;;;22;;;32,08929;;;23,03571;;;;;;Количество бусин данной позиции может отличаться, так как микс состоит из бусин разного размера. С преобладанием бусин меньшего размера, количество бусин в миксе будет больше, при преобладании бусин большего размера, количество бусин в миксе будет меньше. Обращаем Ваше внимание, что позиция весовая.
31.03.2020;УТ100005190;Бусины Акриловые Желейные, Круглые, Цвет: Розовый темный, Размер: Микс, Отверстие 2мм, около 140~235/50г, (УТ100005190);100005190.jpg;750;50 г;;Акрил;Розовый темный;;Круглая;2~2,9мм;;;;;;;;;Имитация Других Материалов;;;;;Бусины;;Желейные;Желейный Стиль;;Красно-розовая;Микс;06 DeepPink;;;;50 г, 50;50;50 г;50;;;;;;;;;14;;;32,08929;;;23,03571;;;1;;;Количество бусин данной позиции может отличаться, так как микс состоит из бусин разного размера. С преобладанием бусин меньшего размера, количество бусин в миксе будет больше, при преобладании бусин большего размера, количество бусин в миксе будет меньше. Обращаем Ваше внимание, что позиция весовая.
31.03.2020;УТ100005191;Бусины Акриловые Желейные, Круглые, Цвет: Красный, Микс, Отверстие 2мм, около 140~235/50г, (УТ100005191);100005191.jpg;;50 г;;Акрил;Красный;;Круглая;2~2,9мм;;;;;;;;;Имитация Других Материалов;;;;;Бусины;;Желейные;Желейный Стиль;;Красно-розовая;Микс;05 Red;;;;50 г, 50;50;50 г;50;;;;;;;;;;;;32,08929;;;23,03571;;;;;;Количество бусин данной позиции может отличаться, так как микс состоит из бусин разного размера. С преобладанием бусин меньшего размера, количество бусин в миксе будет больше, при преобладании бусин большего размера, количество бусин в миксе будет меньше. Обращаем Ваше внимание, что позиция весовая.
31.03.2020;УТ100005192;Бусины Акриловые Желейные, Круглые, Цвет: Голубой, Размер: Микс, Отверстие 2мм, около 140~235/50г, (УТ100005192);100005192.jpg;800;50 г;;Акрил;Голубой;;Круглая;2~2,9мм;;;;;;;;;Имитация Других Материалов;;;;;Бусины;;Желейные;Желейный Стиль;;Сине-голубая;Микс;04 LightSkyBlue;;;;50 г, 50;50;50 г;50;;;;;;;;;16;;;32,08929;;;23,03571;;;;;;Количество бусин данной позиции может отличаться, так как микс состоит из бусин разного размера. С преобладанием бусин меньшего размера, количество бусин в миксе будет больше, при преобладании бусин большего размера, количество бусин в миксе будет меньше. Обращаем Ваше внимание, что позиция весовая.
31.03.2020;УТ100005193;Бусины Акриловые Желейные, Круглые, Цвет: Орхидея, Размер: Микс, Отверстие 2мм, около 140~235/50г, (УТ100005193);100005193.jpg;550;50 г;;Акрил;Орхидея;;Круглая;2~2,9мм;;;;;;;;;Имитация Других Материалов;;;;;Бусины;;Желейные;Желейный Стиль;;Сиренево-фиолетовая;Микс;03 MediumOrchid;;;;50 г, 50;50;50 г;50;;;;;;;;;11;;;32,08929;;;23,03571;;;;;;Количество бусин данной позиции может отличаться, так как микс состоит из бусин разного размера. С преобладанием бусин меньшего размера, количество бусин в миксе будет больше, при преобладании бусин большего размера, количество бусин в миксе будет меньше. Обращаем Ваше внимание, что позиция весовая.
31.03.2020;УТ100005194;Бусины Акриловые Желейные, Круглые, Цвет: Зеленый, Размер: Микс, Отверстие 2мм, около 140~235/50г, (УТ100005194);100005194.jpg;2000;50 г;;Акрил;Зеленый;;Круглая;2~2,9мм;;;;;;;;;Имитация Других Материалов;;;;;Бусины;;Желейные;Желейный Стиль;;Салатово-зеленая;Микс;02 OliveDrab;;;;50 г, 50;50;50 г;50;;;;;;;;;38;;;32,08929;;;23,03571;;;2;;;Количество бусин данной позиции может отличаться, так как микс состоит из бусин разного размера. С преобладанием бусин меньшего размера, количество бусин в миксе будет больше, при преобладании бусин большего размера, количество бусин в миксе будет меньше. Обращаем Ваше внимание, что позиция весовая.
31.03.2020;УТ100005195;Бусины Акриловые Красочные, Круглые, Цвет: Розовый, Размер: Микс, Отверстие 1мм, около 145~215/50г, (УТ100005195);100005195.jpg;;50 г;;Акрил;Розовый;;Круглая;1~1,9мм;;;;;;;;;Красочные;;;;;Бусины;;;Непрозрачный;;Красно-розовая;Микс;07 Pink;;;;50 г, 50;50;50 г;50;;;;;;;;;;;;32,08929;;;23,03571;;;;;;Количество бусин данной позиции может отличаться, так как микс состоит из бусин разного размера. С преобладанием бусин меньшего размера, количество бусин в миксе будет больше, при преобладании бусин большего размера, количество бусин в миксе будет меньше. Обращаем Ваше внимание, что позиция весовая.
31.03.2020;УТ100005196;Бусины Акриловые Красочные, Круглые, Цвет: Оранжевый, Размер: Микс, Отверстие 1мм, около 145~215/50г, (УТ100005196);100005196.jpg;;50 г;;Акрил;Оранжевый;;Круглая;1~1,9мм;;;;;;;;;Красочные;;;;;Бусины;;;Непрозрачный;;Оранжево-желтая;Микс;15 DarkOrange;;;;50 г, 50;50;50 г;50;;;;;;;;;;;;32,08929;;;23,03571;;;;;;Количество бусин данной позиции может отличаться, так как микс состоит из бусин разного размера. С преобладанием бусин меньшего размера, количество бусин в миксе будет больше, при преобладании бусин большего размера, количество бусин в миксе будет меньше. Обращаем Ваше внимание, что позиция весовая.
31.03.2020;УТ000003162;Бусины Акриловые с Рисунком, Овальные, Цвет: Черный, Размер: 40х20х6мм, Отверстие 1мм, (УТ000003162);000003162.jpg;;10 шт;;Акрил;Черный;;Овальная;1~1,9мм;;40мм;20мм;6мм;;;;;С Рисунком;;;;;Бусины;;;Печатный;;Черно-серая;20мм и больше;;;;;10 шт, 10;10;10 шт;0;;;;;;;;;;;;56,7;;;36;;;;;;Размер: Длина 40мм, Ширина 20мм, Толщина 6мм, Отверстие 1мм
31.03.2020;УТ000003166;Бусины Акрил Прорезиненные, Трубка, Цвет: Микс, Размер: Длина 19мм, Ширина 12мм, Толщина 8.5мм, Отверстие 3мм, около 33шт/50г, (УТ000003166);000003166.jpg;;50 г;;Акрил;Микс;;Трубка;3~3,9мм;;19мм;;8.5мм;;;;;Красочные;;;;;Бусины;;Прорезиненные;Прорезиненный;;Микс Цветов;15~19мм;;;;;50 г, 50;50;50 г;0;;;;;;;;;;;;54;;;35,031;;;;;;
31.03.2020;УТ0027426;Бусины Акрил Сердце, Крафт Стиль, Цвет: Микс, Размер: 11x10x5мм, Отверстие 2мм, около 125шт/50г, (УТ0027426);002742600.jpg;;50 г;;Акрил;Микс;;Сердце;2~2,9мм;;11мм;10мм;5мм;;;;Романтика;Красочные;;;;;Бусины;;;Крафт Стиль;;Микс Цветов;10~14мм;;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;;;;;;;;23,304;5,49999;;13,929;2,75001;;;;;Размер: Длина 11мм, Ширина 10мм, Толщина 5мм, Отверстие 2мм, около 125шт/50
31.03.2020;УТ0027427;Бусины Акрил Цветок, Крафт Стиль, Цвет: Микс, Размер: 7.5х5мм, Отверстие 2мм, около 270шт/50г, (УТ0027427);002742700.jpg;;50 г;;Акрил;Микс;;Цветок;2~2,9мм;7,5мм;;;5мм;;;;;Красочные;;;;;Бусины;;;Крафт Стиль;;Микс Цветов;6~7мм;;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;;;;;;;;23,304;5,49999;;13,929;2,67858;;;;;Размер: Диаметр 7.5мм, Толщина 5мм, Отверстие 2мм, около 270шт/50г
31.03.2020;УТ0027428;Бусины Акрил Флуоресцентные, Неоновые, Круглые, Цвет: Желтый, Диаметр: 6мм, Отверстие 1.5мм, около 375шт/50г, (УТ0027428);002742800.jpg;;50 г;;Акрил;Желтый;;Круглая;1~1,9мм;6мм;;;;;;;;Красочные;;;;;Бусины;;Флуоресцентные;Неоновый;;Оранжево-желтая;6~7мм;02 Yellow;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;;;;;;;;29,946;6,50001;;17,67855;3,21429;;;;;
31.03.2020;УТ0027430;Бусины Акрил Флуоресцентные, Неоновые, Круглые, Цвет: Розовый, Диаметр: 6мм, Отверстие 1.5мм, около 375шт/50г, (УТ0027430);002743000.jpg;;50 г;;Акрил;Розовый;;Круглая;1~1,9мм;6мм;;;;;;;;Красочные;;;;;Бусины;;Флуоресцентные;Неоновый;;Красно-розовая;6~7мм;05 HotPink;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;;;;;;;;29,946;6,50001;;17,67855;3,21429;;;;;
31.03.2020;УТ0027431;Бусины Акрил Флуоресцентные, Неоновые, Круглые, Цвет: Зеленый, Диаметр: 6мм, Отверстие 1.5мм, около 375шт/50г, (УТ0027431);002743100.jpg;;50 г;;Акрил;Зеленый;;Круглая;1~1,9мм;6мм;;;;;;;;Красочные;;;;;Бусины;;Флуоресцентные;Неоновый;;Салатово-зеленая;6~7мм;08 Lime;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;;;;;;;;29,946;6,50001;;17,67855;3,21429;;;;;
31.03.2020;УТ0027432;Бусины Акрил Флуоресцентные, Неоновые, Круглые, Цвет: Голубой, Диаметр: 6мм, Отверстие 1.5мм, около 375шт/50г, (УТ0027432);002743200.jpg;;50 г;;Акрил;Голубой;;Круглая;1~1,9мм;6мм;;;;;;;;Красочные;;;;;Бусины;;Флуоресцентные;Неоновый;;Сине-голубая;6~7мм;0B DodgerBlue;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;;;;;;;;29,946;6,50001;;17,67855;3,21429;;;;;
31.03.2020;УТ0027435;Бусины Акрил Флуоресцентные, Неоновые, Круглые, Цвет: Микс, Диаметр: 6мм, Отверстие 1.5мм, около 375шт/50г, (УТ0027435);002743500.jpg;;50 г;;Акрил;Разноцветный;;Круглая;1~1,9мм;6мм;;;;;;;;Красочные;;;;;Бусины;;Флуоресцентные;Неоновый;;Микс Цветов;6~7мм;0E Mixed;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;;;;;;;;29,946;6,50001;;17,67855;3,21429;;;;;
31.03.2020;УТ0027436;Бусины Акрил Флуоресцентные, Неоновые, Круглые, Цвет: Желтый, Диаметр: 8мм, Отверстие 1.5мм, около 165шт/50г, (УТ0027436);002743600.jpg;;50 г;;Акрил;Желтый;;Круглая;1~1,9мм;8мм;;;;;;;;Красочные;;;;;Бусины;;Флуоресцентные;Неоновый;;Оранжево-желтая;8~9мм;02 Yellow;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;;;;;;;;28,392;6,50001;;17,142;3,21429;;;;;
31.03.2020;УТ0027437;Бусины Акрил Флуоресцентные, Неоновые, Круглые, Цвет: Розовый, Диаметр: 8мм, Отверстие 1.5мм, около 165шт/50г, (УТ0027437);002743700.jpg;;50 г;;Акрил;Розовый;;Круглая;1~1,9мм;8мм;;;;;;;;Красочные;;;;;Бусины;;Флуоресцентные;Неоновый;;Красно-розовая;8~9мм;05 HotPink;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;;;;;;;;28,392;6,50001;;17,142;3,21429;;;;;
31.03.2020;УТ0027439;Бусины Акрил Флуоресцентные, Неоновые, Круглые, Цвет: Зеленый, Диаметр: 8мм, Отверстие 1.5мм, около 165шт/50г, (УТ0027439);002743900.jpg;;50 г;;Акрил;Зеленый;;Круглая;1~1,9мм;8мм;;;;;;;;Красочные;;;;;Бусины;;Флуоресцентные;Неоновый;;Салатово-зеленая;8~9мм;08 Lime;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;;;;;;;;28,392;6,50001;;17,142;3,21429;;;;;
31.03.2020;УТ0027440;Бусины Акрил Флуоресцентные, Неоновые, Круглые, Цвет: Голубой, Диаметр: 8мм, Отверстие 1.5мм, около 165шт/50г, (УТ0027440);002744000.jpg;;50 г;;Акрил;Голубой;;Круглая;1~1,9мм;8мм;;;;;;;;Красочные;;;;;Бусины;;Флуоресцентные;Неоновый;;Сине-голубая;8~9мм;0B DodgerBlue;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;;;;;;;;28,392;6,50001;;17,142;3,21429;;;;;
31.03.2020;УТ0027441;Бусины Акрил Флуоресцентные, Неоновые, Круглые, Цвет: Микс, Диаметр: 8мм, Отверстие 1.5мм, около 165шт/50г, (УТ0027441);002744100.jpg;;50 г;;Акрил;Разноцветный;;Круглая;1~1,9мм;8мм;;;;;;;;Красочные;;;;;Бусины;;Флуоресцентные;Неоновый;;Микс Цветов;8~9мм;0E Mixed;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;;;;;;;;28,392;6,50001;;17,142;3,21429;;;;;
31.03.2020;УТ0027442;Бусины Акрил Флуоресцентные, Неоновые, Круглые, Цвет: Желтый, Диаметр: 10мм, Отверстие 1.5мм, около 80шт/50г, (УТ0027442);002744200.jpg;;50 г;;Акрил;Желтый;;Круглая;1~1,9мм;10мм;;;;;;;;Красочные;;;;;Бусины;;Флуоресцентные;Неоновый;;Оранжево-желтая;10~14мм;02 Yellow;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;;;;;;;;28,392;6,50001;;17,142;3,21429;;;;;
31.03.2020;УТ0027443;Бусины Акрил Флуоресцентные, Неоновые, Круглые, Цвет: Розовый, Диаметр: 10мм, Отверстие 1.5мм, около 80шт/50г, (УТ0027443);002744300.jpg;;50 г;;Акрил;Розовый;;Круглая;1~1,9мм;10мм;;;;;;;;Красочные;;;;;Бусины;;Флуоресцентные;Неоновый;;Красно-розовая;10~14мм;05 HotPink;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;;;;;;8;;28,392;6,50001;;17,142;3,21429;;;;;
31.03.2020;УТ0027444;Бусины Акрил Флуоресцентные, Неоновые, Круглые, Цвет: Зеленый, Диаметр: 10мм, Отверстие 1.5мм, около 80шт/50г, (УТ0027444);002744400.jpg;;50 г;;Акрил;Зеленый;;Круглая;1~1,9мм;10мм;;;;;;;;Красочные;;;;;Бусины;;Флуоресцентные;Неоновый;;Салатово-зеленая;10~14мм;08 Lime;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;;;;;;;;28,392;6,50001;;17,142;3,21429;;;;;
31.03.2020;УТ0027445;Бусины Акрил Флуоресцентные, Неоновые, Круглые, Цвет: Голубой, Диаметр: 10мм, Отверстие 1.5мм, около 80шт/50г, (УТ0027445);002744500.jpg;;50 г;;Акрил;Голубой;;Круглая;1~1,9мм;10мм;;;;;;;;Красочные;;;;;Бусины;;Флуоресцентные;Неоновый;;Сине-голубая;10~14мм;0B DodgerBlue;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;;;;;;;;28,392;6,50001;;17,142;3,21429;;;;;
31.03.2020;УТ0027446;Бусины Акрил Флуоресцентные, Неоновые, Круглые, Цвет: Микс, Диаметр: 10мм, Отверстие 1.5мм, около 80шт/50г, (УТ0027446);002744600.jpg;;50 г;;Акрил;Микс;;Круглая;1~1,9мм;10мм;;;;;;;;Красочные;;;;;Бусины;;Флуоресцентные;Неоновый;;Микс Цветов;10~14мм;0E Mixed;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;;;;;;;;28,392;6,50001;;17,142;3,21429;;;;;
31.03.2020;УТ0027447;Бусины Акрил Комбинированные, Круглые, Цвет: Микс, Диаметр: 12мм, Отверстие 2мм, (УТ0027447);002744700.jpg;66;10 шт;;Акрил;Микс;;Круглая;2~2,9мм;12мм;;;;;;;;Красочные;;;;;Бусины;;Комбинированные;Комбинированный;;Микс Цветов;10~14мм;0F Mixed Color;;;;10 шт, 10;10;10 шт;6;2 шт, 2;2;2 шт;1,2;;;;;11;20;;29,4642;9,95001;;13,392;4,25001;;;;;
31.03.2020;УТ0027448;Бусины Акриловые Сердце, Прозрачные, Бусина в Бусине, Цвет: Микс, Размер: 14x13x10мм, Отверстие 2мм, около 50шт/50г, (УТ0027448);002744800.jpg;;50 г;;Акрил;Микс;;Сердце;2~2,9мм;;14мм;13мм;10мм;;;;Романтика;Прозрачные;;;;;Бусины;;Бусина в Бусине;Бусина в Бусине;;Микс Цветов;10~14мм;0F Mixed Color;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;;;;;;;;30,537;6,50001;;18,213;3,21429;;;;;
31.03.2020;УТ0027449;Бусины Акрил Граненые Прозрачные, Бусина в Бусине, Круглые, Цвет: Бесцветный, Диаметр: 8мм, Отверстие 2мм, около 200шт/50г, (УТ0027449);002744900.jpg;;50 г;;Акрил;Бесцветный;;Круглая;2~2,9мм;8мм;;;;Граненые;;;;Прозрачные;;;;;Бусины;;Бусина в Бусине;Бусина в Бусине;;Бесцветная;8~9мм;02 Clear;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;;;;;;;;32,088;6,50001;;19,287;3,48213;;;;;
31.03.2020;УТ0027450;Бусины Акрил Граненые Прозрачные, Бусина в Бусине, Круглые, Цвет: Розовый, Диаметр: 8мм, Отверстие 2мм, около 200шт/50г, (УТ0027450);002745000.jpg;;50 г;;Акрил;Розовый;;Круглая;2~2,9мм;8мм;;;;Граненые;;;;Прозрачные;;;;;Бусины;;Бусина в Бусине;Бусина в Бусине;;Красно-розовая;8~9мм;03 HotPink;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;;;;;;5;;32,088;6,50001;;19,287;3,48213;;;;;
31.03.2020;УТ0027451;Бусины Акрил Граненые Прозрачные, Бусина в Бусине, Круглые, Цвет: Желтый, Диаметр: 8мм, Отверстие 2мм, около 200шт/50г, (УТ0027451);002745100.jpg;;50 г;;Акрил;Желтый;;Круглая;2~2,9мм;8мм;;;;Граненые;;;;Прозрачные;;;;;Бусины;;Бусина в Бусине;Бусина в Бусине;;Оранжево-желтая;8~9мм;06 GoldenRod;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;;;;;;;;32,088;6,50001;;19,287;3,48213;;;;;
31.03.2020;УТ0027452;Бусины Акрил Граненые Прозрачные, Бусина в Бусине, Круглые, Цвет: Сиреневый, Диаметр: 8мм, Отверстие 2мм, около 200шт/50г, (УТ0027452);002745200.jpg;;50 г;;Акрил;Сиреневый;;Круглая;2~2,9мм;8мм;;;;Граненые;;;;Прозрачные;;;;;Бусины;;Бусина в Бусине;Бусина в Бусине;;Сиренево-фиолетовая;8~9мм;07 DarkOrchid;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;;;;;;;;32,088;6,50001;;19,287;3,48213;;;;;
31.03.2020;УТ0027453;Бусины Акрил Граненые Прозрачные, Бусина в Бусине, Круглые, Цвет: Оранжевый, Диаметр: 8мм, Отверстие 2мм, около 200шт/50г, (УТ0027453);002745300.jpg;50;50 г;;Акрил;Оранжевый;;Круглая;2~2,9мм;8мм;;;;Граненые;;;;Прозрачные;;;;;Бусины;;Бусина в Бусине;Бусина в Бусине;;Оранжево-желтая;8~9мм;08 OrangeRed;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;;;;;1;14;;32,088;6,50001;;19,287;3,48213;;;1;;
31.03.2020;УТ0027454;Бусины Акрил Граненые Прозрачные, Бусина в Бусине, Круглые, Цвет: Синий, Диаметр: 8мм, Отверстие 2мм, около 200шт/50г, (УТ0027454);002745400.jpg;;50 г;;Акрил;Синий;;Круглая;2~2,9мм;8мм;;;;Граненые;;;;Прозрачные;;;;;Бусины;;Бусина в Бусине;Бусина в Бусине;;Сине-голубая;8~9мм;09 Medium Blue;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;;;;;;;;32,088;6,50001;;19,287;3,48213;;;;;
31.03.2020;УТ0027455;Бусины Акрил Граненые Прозрачные, Бусина в Бусине, Круглые, Цвет: Красный, Диаметр: 8мм, Отверстие 2мм, около 200шт/50г, (УТ0027455);002745500.jpg;;50 г;;Акрил;Красный;;Круглая;2~2,9мм;8мм;;;;Граненые;;;;Прозрачные;;;;;Бусины;;Бусина в Бусине;Бусина в Бусине;;Красно-розовая;8~9мм;0A FireBrick;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;;;;;;;;32,088;6,50001;;19,287;3,48213;;;;;
